"","id","status_group","latitude","longitude","region","management","quantity","population","IMPinstaller","IMPfunder"
"471",61534,"functional",-10.2896362,39.38230676,"Lindi","parastatal","enough",567,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"472",2933,"functional",-10.30056377,39.36821739,"Lindi","vwc","enough",345,"Other","Other"
"473",29693,"non-functional",-8.82994245,38.92926971,"Lindi","vwc","enough",369,"DWE","GOVERNMENT OF TANZANIA"
"474",22709,"non-functional",-9.62687319,39.41642576,"Lindi","vwc","insufficient",1,"Other","Other"
"475",67190,"functional",-9.64239868,39.63835786,"Lindi","vwc","enough",1,"Other","Other"
"476",48601,"functional",-10.29792461,39.37088643,"Lindi","vwc","enough",324,"Other","Other"
"477",63936,"non-functional",-8.5425317,39.14863121,"Lindi","other","dry",390,"Other","Other"
"478",13944,"functional",-10.30243455,39.36981083,"Lindi","wua","insufficient",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"479",65126,"functional",-10.29783053,39.36882145,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"480",18838,"functional",-9.8201972,39.54228788,"Lindi","vwc","enough",1,"Other","Other"
"481",63017,"functional",-10.29250507,39.37520763,"Lindi","vwc","insufficient",1,"Other","Other"
"482",8794,"functional",-10.04421617,39.50428962,"Lindi","vwc","enough",200,"Other","Other"
"483",7958,"functional",-9.85802395,39.71626223,"Lindi","vwc","enough",200,"Other","Other"
"484",19547,"functional",-8.77800358,39.40276127,"Lindi","private operator","enough",500,"Other","Other"
"485",46998,"functional",-10.29435514,39.37621577,"Lindi","wua","insufficient",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"486",65454,"functional",-10.29307706,39.37760674,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"487",61461,"functional",-10.24563887,39.44179216,"Lindi","vwc","insufficient",1,"Other","Other"
"488",15609,"functional",-10.2952628,39.36926296,"Lindi","vwc","enough",123,"Other","Other"
"489",13137,"functional",-10.24354943,39.4477615,"Lindi","vwc","insufficient",345,"Other","Other"
"490",32656,"functional",-10.30097952,39.36153437,"Lindi","vwc","insufficient",123,"Other","Other"
"491",19373,"non-functional",-9.21332896,39.00038742,"Lindi","wug","enough",369,"DWE","GOVERNMENT OF TANZANIA"
"492",40761,"functional",-10.25276323,39.41930614,"Lindi","vwc","enough",231,"Other","Other"
"493",49588,"functional",-10.29043414,39.38465766,"Lindi","vwc","enough",234,"Other","Other"
"494",31546,"functional",-10.31794252,39.36682684,"Lindi","vwc","enough",321,"Other","Other"
"495",26060,"non-functional",-9.88143393,39.61005551,"Lindi","vwc","insufficient",500,"Other","Other"
"496",65325,"non-functional",-9.62816815,39.41523002,"Lindi","vwc","enough",543,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"497",24913,"functional",-10.32631549,39.31286101,"Lindi","wua","enough",567,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"498",7669,"non-functional",-9.67006285,39.54805461,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"499",72883,"non-functional",-9.65584204,39.41297085,"Lindi","vwc","insufficient",432,"Other","Other"
"500",61380,"non-functional",-10.29305238,39.3828638,"Lindi","vwc","insufficient",435,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"501",59069,"functional",-10.30003507,39.36465786,"Lindi","vwc","seasonal",453,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"502",68469,"non-functional",-9.91279263,39.58423491,"Lindi","vwc","insufficient",500,"Other","Other"
"503",9448,"functional",-10.27659,39.40703054,"Lindi","vwc","enough",546,"Other","Other"
"504",68036,"functional",-9.63446061,39.50278946,"Lindi","vwc","enough",1,"Other","Other"
"505",69791,"non-functional",-9.63149761,39.41531505,"Lindi","vwc","enough",124,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"506",18210,"functional",-10.25164317,39.42298174,"Lindi","vwc","enough",234,"Other","Other"
"507",56783,"non-functional",-10.04234289,39.50205615,"Lindi","vwc","enough",300,"Other","Other"
"508",35618,"non-functional",-10.0438823,39.50314785,"Lindi","vwc","enough",300,"Other","Other"
"509",54468,"non-functional",-9.87551343,39.61321788,"Lindi","vwc","insufficient",1600,"Other","Other"
"510",8520,"non-functional",-10.22353446,39.73304476,"Lindi","vwc","enough",1,"Other","Other"
"511",43521,"functional",-10.29290323,39.3790088,"Lindi","vwc","insufficient",1,"Other","Other"
"512",68648,"functional",-10.24984266,39.4261734,"Lindi","vwc","insufficient",345,"Other","Other"
"513",71508,"non-functional",-9.62890116,39.41260415,"Lindi","vwc","enough",349,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"514",19813,"non-functional",-10.04384159,39.50443655,"Lindi","vwc","enough",400,"Other","Other"
"515",58704,"functional",-10.04325397,39.50257506,"Lindi","vwc","insufficient",500,"Other","Other"
"516",56673,"functional",-10.33433523,39.41172178,"Lindi","vwc","enough",1090,"Other","Other"
"517",36518,"non-functional",-10.29765122,39.36592164,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"518",57077,"non-functional",-10.33022388,39.29849703,"Lindi","unknown","unknown",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"519",46019,"functional",-10.30089214,39.3624847,"Lindi","vwc","insufficient",213,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"520",15374,"functional",-10.24726128,39.42335577,"Lindi","vwc","enough",231,"Other","Other"
"521",7502,"functional",-10.29887647,39.36831031,"Lindi","vwc","enough",236,"Other","Other"
"522",67640,"functional",-10.33428596,39.41187349,"Lindi","vwc","insufficient",238,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"523",20520,"functional",-8.79642165,39.34881029,"Lindi","wug","enough",412,"DWE","TASAF"
"524",26837,"functional",-10.25259998,39.42727289,"Lindi","vwc","enough",145,"Other","Other"
"525",27303,"functional",-10.25360951,39.42159976,"Lindi","vwc","enough",212,"Other","Other"
"526",51696,"functional",-10.29636457,39.36524759,"Lindi","vwc","insufficient",231,"Other","Other"
"527",51685,"non-functional",-9.9121287,39.58429391,"Lindi","vwc","insufficient",350,"Other","Other"
"528",55643,"non-functional",-9.91169553,39.58424473,"Lindi","vwc","insufficient",400,"Other","Other"
"529",35307,"functional-needs-repair",-9.7287174,39.57135493,"Lindi","parastatal","enough",563,"Other","Other"
"530",58890,"functional",-9.63450918,39.50286268,"Lindi","vwc","enough",1,"Other","Other"
"531",46560,"non-functional",-10.2897882,39.38548818,"Lindi","vwc","enough",213,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"532",37570,"functional",-9.70824119,39.56468807,"Lindi","vwc","seasonal",235,"DISTRICT COUNCIL","Other"
"533",31811,"functional",-10.29787723,39.36197626,"Lindi","parastatal","enough",546,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"534",27266,"non-functional",-10.04180476,39.50327311,"Lindi","vwc","enough",600,"Other","Other"
"535",36617,"non-functional",-9.66902282,39.54496031,"Lindi","vwc","enough",552,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"536",41968,"functional",-9.83372178,39.58807065,"Lindi","vwc","enough",650,"Other","WORLD BANK"
"537",68643,"non-functional",-10.29279898,39.37907284,"Lindi","wua","enough",24,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"538",48256,"functional",-10.25410393,39.4259104,"Lindi","vwc","enough",234,"Other","Other"
"539",22732,"non-functional",-10.29277982,39.37507844,"Lindi","wua","insufficient",456,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"540",36047,"functional",-10.24774008,39.42237792,"Lindi","vwc","enough",1,"Other","Other"
"541",8723,"non-functional",-8.48782862,39.1097738,"Lindi","vwc","enough",241,"DWE","GOVERNMENT OF TANZANIA"
"542",58036,"functional",-10.03665941,39.45257434,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"543",670,"functional",-10.29604544,39.36271192,"Lindi","vwc","enough",123,"Other","Other"
"544",13126,"non-functional",-9.91013728,39.58292661,"Lindi","vwc","insufficient",600,"Other","Other"
"545",32752,"functional",-10.32416259,39.31280637,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"546",233,"non-functional",-9.91088994,39.58360577,"Lindi","vwc","insufficient",400,"Other","Other"
"547",47433,"non-functional",-9.65830544,39.53522765,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"548",3370,"non-functional",-10.20647829,39.84126145,"Lindi","vwc","insufficient",1234,"Other","TASAF"
"549",39083,"functional",-9.23083515,38.99924232,"Lindi","wug","enough",269,"DWE","GOVERNMENT OF TANZANIA"
"550",73010,"functional",-9.25416155,38.99046085,"Lindi","wug","enough",500,"DWE","GOVERNMENT OF TANZANIA"
"551",31768,"functional",-9.25509037,38.9910209,"Lindi","wug","enough",860,"DWE","GOVERNMENT OF TANZANIA"
"552",10741,"functional",-10.29381672,39.36608491,"Lindi","vwc","insufficient",241,"Other","Other"
"553",35065,"non-functional",-9.90903015,39.58151891,"Lindi","vwc","enough",250,"Other","Other"
"554",43765,"non-functional",-9.67342787,39.54677287,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"555",317,"functional",-10.22033788,39.73190522,"Lindi","parastatal","seasonal",1,"Other","TASAF"
"556",66843,"functional",-9.70159734,39.55938321,"Lindi","vwc","enough",1,"Other","GOVERNMENT OF TANZANIA"
"557",62478,"functional",-10.30797148,39.34666945,"Lindi","vwc","enough",123,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"558",70356,"non-functional",-9.25374581,38.99278241,"Lindi","wug","enough",230,"DWE","GOVERNMENT OF TANZANIA"
"559",4845,"non-functional",-9.26093545,38.99272588,"Lindi","wug","dry",312,"DWE","GOVERNMENT OF TANZANIA"
"560",39137,"non-functional",-8.71040843,38.83969257,"Lindi","vwc","enough",456,"DWE","GOVERNMENT OF TANZANIA"
"561",59301,"functional",-10.03348579,39.45076127,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"562",12262,"functional",-10.2471148,39.42526643,"Lindi","vwc","enough",324,"Other","Other"
"563",58239,"non-functional",-8.71039356,38.84144723,"Lindi","other","dry",370,"DWE","GOVERNMENT OF TANZANIA"
"564",12214,"non-functional",-8.54111078,39.12097205,"Lindi","other","dry",450,"DWE","GOVERNMENT OF TANZANIA"
"565",33886,"non-functional",-9.671887,39.54579856,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"566",53421,"functional-needs-repair",-9.2588148,38.99314751,"Lindi","wug","enough",1,"DWE","GOVERNMENT OF TANZANIA"
"567",21485,"functional",-10.32989477,39.30036151,"Lindi","wua","insufficient",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"568",22116,"non-functional",-10.22392282,39.73493074,"Lindi","vwc","enough",1,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"569",66443,"non-functional",-9.90660557,39.57871254,"Lindi","vwc","enough",200,"Other","Other"
"570",69481,"non-functional",-8.70756624,38.83778595,"Lindi","vwc","enough",600,"DWE","GOVERNMENT OF TANZANIA"
"571",4819,"non-functional",-8.93079447,38.82532248,"Lindi","vwc","enough",419,"Other","Other"
"572",12510,"functional-needs-repair",-10.03497184,39.45134854,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"573",12237,"functional",-10.29570485,39.36087988,"Lindi","vwc","enough",123,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"574",57050,"non-functional",-9.91039121,39.58341899,"Lindi","vwc","insufficient",600,"Other","Other"
"575",46322,"functional",-10.3286707,39.30352526,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"576",47814,"functional",-10.03652251,39.44555859,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"577",9172,"non-functional",-10.22556136,39.74130293,"Lindi","vwc","enough",1,"Other","Other"
"578",22737,"non-functional",-10.22641413,39.74010151,"Lindi","vwc","enough",1,"Other","Other"
"579",2661,"non-functional",-9.90769034,39.57928556,"Lindi","vwc","enough",200,"Other","Other"
"580",11447,"functional-needs-repair",-9.25518964,38.99315731,"Lindi","wug","enough",630,"DWE","GOVERNMENT OF TANZANIA"
"581",4796,"functional-needs-repair",-10.0348865,39.44922116,"Lindi","vwc","insufficient",1,"DISTRICT COUNCIL","Other"
"582",13043,"functional-needs-repair",-10.32589317,39.30207546,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"583",72196,"non-functional",-9.65718616,39.53491889,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"584",62850,"non-functional",-10.22596195,39.73825468,"Lindi","vwc","enough",1,"Other","Other"
"585",27210,"functional",-10.29553434,39.3610097,"Lindi","vwc","enough",231,"Other","Other"
"586",49013,"non-functional",-8.48385609,39.10442499,"Lindi","vwc","enough",325,"DWE","GOVERNMENT OF TANZANIA"
"587",7100,"functional",-10.03780337,39.44766367,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"588",2889,"functional",-10.05058409,39.48134738,"Lindi","vwc","enough",400,"Other","Other"
"589",24227,"non-functional",-9.79072931,39.0250647,"Lindi","vwc","enough",780,"Other","TASAF"
"590",16463,"functional",-10.34517963,39.26925346,"Lindi","parastatal","enough",545,"Other","Other"
"591",64356,"functional",-10.03357298,39.44646435,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"592",39721,"functional-needs-repair",-9.25723287,38.99161882,"Lindi","wug","enough",369,"DWE","GOVERNMENT OF TANZANIA"
"593",5369,"non-functional",-10.03185162,39.45196062,"Lindi","vwc","dry",1,"DISTRICT COUNCIL","Other"
"594",48815,"functional",-10.03318204,39.44895414,"Lindi","vwc","insufficient",1,"DISTRICT COUNCIL","Other"
"595",20617,"functional",-9.11137598,39.05171174,"Lindi","vwc","enough",200,"Other","Other"
"596",66014,"functional-needs-repair",-9.25695255,38.99276131,"Lindi","other","seasonal",230,"DWE","GOVERNMENT OF TANZANIA"
"597",53450,"non-functional",-9.78133085,39.02134617,"Lindi","vwc","enough",550,"Other","TASAF"
"598",49591,"functional",-10.03797344,39.45161827,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"599",65815,"functional",-10.03260671,39.44612001,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"600",61370,"non-functional",-8.57980641,39.12310291,"Lindi","other","insufficient",284,"DWE","GOVERNMENT OF TANZANIA"
"601",22673,"functional",-9.10721716,39.05061603,"Lindi","vwc","dry",360,"Other","Other"
"602",67412,"non-functional",-9.25729819,38.99263808,"Lindi","wug","unknown",630,"DWE","GOVERNMENT OF TANZANIA"
"603",32028,"functional",-10.0388763,39.45073484,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"604",51873,"functional",-10.0397212,39.44814703,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"605",48088,"non-functional",-10.22481161,39.73769806,"Lindi","unknown","enough",1,"Other","Other"
"606",59500,"non-functional",-8.59889719,39.03544634,"Lindi","vwc","enough",1,"DWE","GOVERNMENT OF TANZANIA"
"607",48694,"functional",-10.03478453,39.44449628,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"608",54051,"non-functional",-9.7051976,39.47769433,"Lindi","vwc","insufficient",1,"Other","Other"
"609",63867,"functional",-10.04953685,39.47827386,"Lindi","vwc","enough",234,"Other","Other"
"610",7151,"non-functional",-9.2554105,38.99221981,"Lindi","wug","enough",239,"DWE","GOVERNMENT OF TANZANIA"
"611",22305,"functional",-9.11141682,39.05172631,"Lindi","vwc","enough",200,"DWE","GOVERNMENT OF TANZANIA"
"612",37695,"functional",-9.85507507,38.89455621,"Lindi","vwc","enough",1350,"Other","Other"
"613",10950,"functional",-9.8299106,39.48835606,"Lindi","vwc","insufficient",347,"Other","Other"
"614",14005,"non-functional",-9.1082986,39.0509692,"Lindi","vwc","enough",300,"DWE","GOVERNMENT OF TANZANIA"
"615",57201,"non-functional",-8.58413784,38.80153942,"Lindi","vwc","enough",386,"DWE","WORLD BANK"
"616",58572,"functional",-9.82655707,39.58459938,"Lindi","parastatal","seasonal",300,"Other","TASAF"
"617",7047,"functional-needs-repair",-10.32004141,39.30820002,"Lindi","wua","insufficient",156,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"618",28233,"functional",-8.59574595,38.91376528,"Lindi","vwc","enough",523,"DWE","GOVERNMENT OF TANZANIA"
"619",813,"functional",-10.0378071,39.43778426,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"620",59155,"functional-needs-repair",-10.03911263,39.45421536,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"621",27439,"functional",-9.81068725,39.02648439,"Lindi","vwc","enough",985,"Other","Other"
"622",15666,"functional-needs-repair",-10.03618671,39.44332781,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"623",25412,"functional-needs-repair",-10.03554479,39.43729263,"Lindi","wug","enough",1,"DISTRICT COUNCIL","Other"
"624",43094,"functional",-10.3232284,39.30608598,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"625",61078,"non-functional",-10.31913075,39.29174878,"Lindi","wua","insufficient",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"626",42674,"non-functional",-8.61771393,38.91474855,"Lindi","vwc","enough",230,"DWE","GOVERNMENT OF TANZANIA"
"627",52086,"non-functional",-9.79633639,39.02399068,"Lindi","parastatal","seasonal",357,"Other","Other"
"628",66527,"non-functional",-8.57845516,38.81620238,"Lindi","vwc","enough",280,"DWE","WORLD BANK"
"629",41326,"non-functional",-8.5824219,38.80109138,"Lindi","vwc","enough",390,"DWE","WORLD BANK"
"630",21773,"functional",-10.03794006,39.43406864,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"631",20681,"functional-needs-repair",-10.03508443,39.4338151,"Lindi","vwc","enough",230,"DISTRICT COUNCIL","Other"
"632",51809,"non-functional",-8.57392555,38.80183181,"Lindi","vwc","enough",370,"DWE","WORLD BANK"
"633",38027,"functional",-10.32970863,39.28571832,"Lindi","wua","enough",457,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"634",71931,"functional",-10.32309106,39.29021842,"Lindi","wua","enough",134,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"635",25983,"functional",-10.32606189,39.28626972,"Lindi","wua","enough",345,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"636",42652,"functional",-10.33398484,39.26233444,"Lindi","vwc","enough",1,"Other","Other"
"637",70355,"functional",-10.31868051,39.29501889,"Lindi","wua","enough",80,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"638",44826,"non-functional",-9.070205,38.9329355,"Lindi","vwc","dry",123,"DWE","GOVERNMENT OF TANZANIA"
"639",32522,"functional",-9.07008933,38.93294979,"Lindi","vwc","enough",1,"Other","Other"
"640",28477,"non-functional",-10.32359441,39.2860142,"Lindi","wua","insufficient",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"641",61469,"non-functional",-10.3225751,39.28833075,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"642",38199,"functional",-9.07147316,38.93514473,"Lindi","vwc","enough",85,"DWE","GOVERNMENT OF TANZANIA"
"643",23487,"functional",-10.44990663,39.67084351,"Lindi","vwc","insufficient",213,"Other","Other"
"644",63797,"non-functional",-8.43149139,39.04239118,"Lindi","vwc","enough",321,"Other","WORLD BANK"
"645",27899,"non-functional",-10.39461585,39.14881744,"Lindi","vwc","insufficient",530,"Other","Other"
"646",39357,"functional",-9.83944964,39.470206,"Lindi","vwc","enough",1,"Other","Other"
"647",22219,"functional",-8.44962519,39.0327195,"Lindi","vwc","enough",241,"Other","WORLD BANK"
"648",48615,"non-functional",-10.3171602,39.28546009,"Lindi","wua","insufficient",65,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"649",41989,"functional-needs-repair",-8.58577904,39.05528415,"Lindi","vwc","enough",300,"DWE","GOVERNMENT OF TANZANIA"
"650",31947,"functional-needs-repair",-10.38952754,39.15107036,"Lindi","vwc","enough",340,"Other","TASAF"
"651",13173,"functional",-10.3152365,39.47385098,"Lindi","vwc","insufficient",232,"Other","Other"
"652",43305,"non-functional",-8.57207317,38.81505173,"Lindi","vwc","enough",286,"DWE","WORLD BANK"
"653",35311,"functional",-10.38993939,39.15002935,"Lindi","vwc","enough",410,"Other","TASAF"
"654",15915,"non-functional",-8.58687367,39.05123896,"Lindi","vwc","enough",253,"DWE","GOVERNMENT OF TANZANIA"
"655",57292,"functional",-10.44885132,39.67276584,"Lindi","vwc","enough",1,"Other","Other"
"656",63688,"non-functional",-10.39654946,39.13803534,"Lindi","vwc","insufficient",230,"Other","Other"
"657",65137,"functional-needs-repair",-10.38928979,39.15079684,"Lindi","vwc","enough",340,"Other","TASAF"
"658",38661,"non-functional",-10.38933014,39.15053388,"Lindi","vwc","enough",260,"Other","TASAF"
"659",66423,"non-functional",-10.38981592,39.15087861,"Lindi","vwc","enough",620,"Other","TASAF"
"660",13071,"non-functional",-9.8385784,39.46457756,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"661",36878,"functional-needs-repair",-10.31589235,39.28969038,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"662",35335,"functional",-9.8391261,39.46649642,"Lindi","vwc","enough",1,"Other","Other"
"663",41644,"functional",-10.37928737,39.66196182,"Lindi","vwc","enough",1234,"Other","Other"
"664",39033,"functional",-9.86055994,38.93325604,"Lindi","vwc","insufficient",1942,"Other","Other"
"665",22641,"functional",-8.44289013,39.03326545,"Lindi","vwc","enough",260,"Other","WORLD BANK"
"666",30352,"functional",-9.9796403,39.39568425,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"667",72833,"functional",-8.56292869,38.95690803,"Lindi","vwc","enough",328,"Other","Other"
"668",17697,"functional",-10.45072737,39.67233122,"Lindi","vwc","enough",231,"Other","Other"
"669",10530,"non-functional",-10.31457627,39.47550647,"Lindi","vwc","insufficient",342,"Other","Other"
"670",16218,"non-functional",-8.55529497,39.04857598,"Lindi","vwc","enough",360,"DWE","GOVERNMENT OF TANZANIA"
"671",63480,"functional",-9.98526061,39.40358272,"Lindi","wua","enough",426,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"672",54091,"non-functional",-8.56804648,39.02288291,"Lindi","vwc","enough",196,"DWE","GOVERNMENT OF TANZANIA"
"673",13942,"functional",-8.43578623,39.04412124,"Lindi","vwc","enough",238,"Other","WORLD BANK"
"674",2830,"functional-needs-repair",-10.04090668,39.42656677,"Lindi","vwc","enough",1,"DISTRICT COUNCIL","Other"
"675",60122,"functional",-10.31440602,39.47196251,"Lindi","vwc","enough",1,"Other","Other"
"676",69532,"functional",-9.981456,39.39947862,"Lindi","wua","enough",235,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"677",10153,"non-functional",-10.39192336,39.14458444,"Lindi","vwc","insufficient",380,"Other","TASAF"
"678",8396,"functional",-9.98291111,39.40157745,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"679",8916,"non-functional",-10.37523372,39.66021606,"Lindi","vwc","insufficient",1,"Other","Other"
"680",37411,"non-functional",-8.55342878,39.04435041,"Lindi","vwc","enough",1,"DWE","GOVERNMENT OF TANZANIA"
"681",50015,"functional",-9.97971344,39.39362081,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"682",72448,"functional-needs-repair",-10.31175857,39.4753098,"Lindi","vwc","enough",234,"Other","Other"
"683",26557,"functional",-8.52581676,38.79544793,"Lindi","vwc","enough",360,"DWE","WORLD BANK"
"684",709,"functional",-8.55337984,39.04504728,"Lindi","vwc","enough",463,"Other","Other"
"685",65123,"non-functional",-10.31405766,39.28770538,"Lindi","wua","enough",114,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"686",11268,"functional-needs-repair",-8.54935439,38.95898898,"Lindi","vwc","insufficient",250,"Other","Other"
"687",63868,"non-functional",-8.54783727,39.04044304,"Lindi","vwc","enough",321,"DWE","GOVERNMENT OF TANZANIA"
"688",2518,"non-functional",-8.47239188,38.99576213,"Lindi","vwc","enough",356,"Other","WORLD BANK"
"689",3143,"non-functional",-9.90710932,38.89789897,"Lindi","vwc","enough",2684,"Other","Other"
"690",28536,"functional",-9.98050103,39.39686469,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"691",20205,"non-functional",-8.54965789,39.03320791,"Lindi","vwc","enough",285,"DWE","GOVERNMENT OF TANZANIA"
"692",21346,"functional",-10.31610625,39.28714119,"Lindi","wua","insufficient",89,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"693",29277,"non-functional",-10.10589811,39.74960824,"Lindi","vwc","enough",1,"Other","Other"
"694",37427,"non-functional",-10.10596848,39.75003331,"Lindi","vwc","enough",1,"Other","Other"
"695",14794,"non-functional",-8.56117267,39.03757646,"Lindi","vwc","enough",266,"DWE","GOVERNMENT OF TANZANIA"
"696",11040,"functional",-9.97995918,39.39502205,"Lindi","wua","enough",1,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"697",29318,"non-functional",-8.47321193,38.99551957,"Lindi","vwc","insufficient",215,"Other","WORLD BANK"
"698",48597,"functional",-8.5547135,39.01210798,"Lindi","vwc","enough",360,"DWE","GOVERNMENT OF TANZANIA"
"699",23517,"non-functional",-8.47380696,38.99386369,"Lindi","vwc","enough",222,"Other","WORLD BANK"
"700",16294,"functional",-9.93699038,38.87522228,"Lindi","vwc","insufficient",350,"Other","Other"
"701",43227,"non-functional",-8.54204586,39.03785474,"Lindi","vwc","enough",453,"DWE","GOVERNMENT OF TANZANIA"
"702",55962,"non-functional",-8.54951458,38.97320164,"Lindi","vwc","insufficient",231,"DWE","GOVERNMENT OF TANZANIA"
"703",55574,"non-functional",-9.98303422,38.84866296,"Lindi","vwc","insufficient",690,"Other","TASAF"
"704",19590,"non-functional",-8.54015132,39.03837826,"Lindi","other","enough",456,"DWE","GOVERNMENT OF TANZANIA"
"705",68220,"non-functional",-8.55330557,38.99753526,"Lindi","vwc","insufficient",256,"DWE","GOVERNMENT OF TANZANIA"
"706",17357,"non-functional",-8.54185666,39.03910404,"Lindi","other","dry",630,"DWE","GOVERNMENT OF TANZANIA"
"707",18453,"functional",-8.47366966,38.99461049,"Lindi","vwc","enough",205,"Other","WORLD BANK"
"708",71213,"non-functional",-8.53695049,39.0359954,"Lindi","vwc","enough",256,"DWE","GOVERNMENT OF TANZANIA"
"709",27725,"functional",-8.54976291,39.03229562,"Lindi","vwc","enough",369,"Other","GOVERNMENT OF TANZANIA"
"710",30640,"functional-needs-repair",-8.56536527,39.02833565,"Lindi","vwc","enough",389,"DWE","GOVERNMENT OF TANZANIA"
"711",41974,"functional",-8.54181417,39.03909848,"Lindi","other","seasonal",630,"DWE","GOVERNMENT OF TANZANIA"
"712",9495,"functional",-9.9808453,38.84268786,"Lindi","parastatal","seasonal",10,"Other","Other"
"713",56784,"non-functional",-8.55587392,38.99022003,"Lindi","vwc","dry",244,"DWE","GOVERNMENT OF TANZANIA"
"714",31260,"non-functional",-8.40400602,39.04993464,"Lindi","vwc","enough",259,"Other","Other"
